time,mean_beta,mean_beta_equilibrium,mean_stimulus,mean_strain_energy,mean_sigma_xx,orientation_coherence,mean_orientation_angle_deg,mean_target_alignment
1.250000000000000000e+01,6.973654726024539618e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.242657179785455313e+00,1.252341518105170337e+01,8.089561861450489388e-01,6.031917690479605909e+00,9.864241752969130639e-01
1.260000000000000142e+01,6.991773148235336244e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.244837394487023019e+00,1.256993314082489732e+01,8.079675291267174320e-01,5.915160691254640390e+00,9.869482512336694713e-01
1.270000000000000107e+01,7.009621822281961734e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.246968456998078345e+00,1.261534151120566527e+01,8.069956117918152261e-01,5.800669919347868131e+00,9.874521840898751179e-01
1.280000000000000071e+01,7.027204764191375963e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.249051268838302864e+00,1.265966079696081259e+01,8.060402347732370520e-01,5.688401101197577248e+00,9.879367391151729905e-01
1.290000000000000036e+01,7.044525930199686536e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.251086740014969223e+00,1.270291180724846036e+01,8.051011967102255085e-01,5.578310842813367643e+00,9.884026532648526597e-01
1.300000000000000000e+01,7.061589217642321170e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.253075786614211484e+00,1.274511558841875569e+01,8.041782945542982342e-01,5.470356611619621390e+00,9.888506361817522849e-01
1.310000000000000142e+01,7.078398465830938457e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.255019328559726866e+00,1.278629336132365246e+01,8.032713238570636793e-01,5.364496718700055844e+00,9.892813711493844142e-01
1.320000000000000107e+01,7.094957456917296845e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.256918287533563383e+00,1.282646646301749449e+01,8.023800790408345263e-01,5.260690301433893268e+00,9.896955160166652776e-01
1.330000000000000071e+01,7.111269916744248354e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.258773585053250210e+00,1.286565629271492028e+01,8.015043536528997370e-01,5.158897306514292680e+00,9.900937040946770074e-01
1.340000000000000036e+01,7.127339515684075755e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.260586140699248459e+00,1.290388426186056314e+01,8.006439406042852314e-01,5.059078473339953419e+00,9.904765450259279680e-01
1.350000000000000000e+01,7.143169869464328636e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.262356870486477156e+00,1.294117174815537119e+01,7.997986323937814612e-01,4.961195317771050384e+00,9.908446256265990293e-01
1.360000000000000142e+01,7.158764539981399277e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.264086685373534857e+00,1.297754005337721139e+01,7.989682213179919446e-01,4.865210116240769267e+00,9.911985107022998065e-01
1.370000000000000107e+01,7.174127036101941579e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.265776489903134294e+00,1.301301036482823470e+01,7.981524996681115258e-01,4.771085890214044944e+00,9.915387438378665541e-01
1.380000000000000071e+01,7.189260814452391735e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.267427180967258593e+00,1.304760372023828907e+01,7.973512599141134860e-01,4.678786390985189669e+00,9.918658481617648182e-01
1.390000000000000036e+01,7.204169280196728309e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.269039646690550915e+00,1.308134097595202228e+01,7.965642948769932064e-01,4.588276084806433452e+00,9.921803270856605073e-01
1.400000000000000000e+01,7.218855787802636037e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.270614765425512438e+00,1.311424277822716356e+01,7.957913978896783425e-01,4.499520138339420328e+00,9.924826650197386968e-01
1.410000000000000142e+01,7.233323641796288728e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.272153404853179515e+00,1.314632953747259592e+01,7.950323629471983677e-01,4.412484404422107431e+00,9.927733280643629143e-01
1.420000000000000107e+01,7.247576097505867843e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.273656421183070542e+00,1.317762140525698555e+01,7.942869848466648230e-01,4.327135408143513828e+00,9.930527646786565521e-01
1.430000000000000071e+01,7.261616361794037688e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.275124658446350256e+00,1.320813825392177243e+01,7.935550593175957346e-01,4.243440333219052008e+00,9.933214063266114779e-01
1.440000000000000036e+01,7.275447593779499345e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.276558947876319516e+00,1.323789965863628737e+01,7.928363831430881303e-01,4.161367008659388134e+00,9.935796681013073783e-01
1.450000000000000000e+01,7.289072905547795411e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.277960107370533782e+00,1.326692488173711304e+01,7.921307542723184936e-01,4.080883895725807342e+00,9.938279493278462384e-01
1.460000000000000142e+01,7.302495362851557648e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.279328941029049815e+00,1.329523285919893638e+01,7.914379719248323397e-01,4.001960075165434283e+00,9.940666341455809407e-01
1.470000000000000107e+01,7.315717985800306300e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.280666238763514597e+00,1.332284218908939799e+01,7.907578366870515740e-01,3.924565234719653350e+00,9.942960920702329508e-01
1.480000000000000071e+01,7.328743749539988750e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.281972775972018308e+00,1.334977112186628467e+01,7.900901506014188502e-01,3.848669656899363911e+00,9.945166785364745188e-01
1.490000000000000036e+01,7.341575584922397368e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.283249313274869463e+00,1.337603755238120939e+01,7.894347172485710606e-01,3.774244207020752473e+00,9.947287354215512689e-01
1.500000000000000000e+01,7.354216379164630890e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.284496596306661464e+00,1.340165901346008859e+01,7.887913418229161033e-01,3.701260321495599914e+00,9.949325915505072837e-01
1.510000000000000142e+01,7.366668976498719212e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.285715355560234530e+00,1.342665267093685166e+01,7.881598312019684194e-01,3.629689996370050853e+00,9.951285631835752321e-01
1.520000000000000107e+01,7.378936178811600355e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.286906306278354784e+00,1.345103532002292646e+01,7.875399940097855822e-01,3.559505776106145269e+00,9.953169544862758844e-01
1.530000000000000071e+01,7.391020746275545061e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.288070148389156344e+00,1.347482338290126691e+01,7.869316406748229076e-01,3.490680742600473341e+00,9.954980579827658049e-01
1.540000000000000036e+01,7.402925397969215560e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.289207566481612055e+00,1.349803290743974138e+01,7.863345834825179459e-01,3.423188504434415691e+00,9.956721549929623549e-01
1.550000000000000000e+01,7.414652812489466172e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.290319229817505020e+00,1.352067956692466311e+01,7.857486366228925156e-01,3.357003186350612456e+00,9.958395160539624813e-01
1.560000000000000142e+01,7.426205628554040095e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.291405792376587369e+00,1.354277866072103897e+01,7.851736162334501667e-01,3.292099418950518164e+00,9.960004013262598876e-01
1.570000000000000107e+01,7.437586445595287810e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.292467892931812967e+00,1.356434511577194080e+01,7.846093404376321967e-01,3.228452328607854138e+00,9.961550609852586335e-01
1.580000000000000071e+01,7.448797824345061436e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.293506155151716852e+00,1.358539348885468279e+01,7.840556293790845732e-01,3.166037527593066780e+00,9.963037355985625565e-01
1.590000000000000036e+01,7.459842287410874961e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.294521187727216249e+00,1.360593796951705770e+01,7.835123052519696873e-01,3.104831104403973807e+00,9.964466564895134715e-01
1.600000000000000000e+01,7.470722319843511317e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.295513584520273875e+00,1.362599238362177800e+01,7.829791923275514209e-01,3.044809614297826261e+00,9.965840460874392237e-01
1.610000000000000142e+01,7.481440369696171766e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.296483924732046766e+00,1.364557019743229915e+01,7.824561169772703551e-01,2.985950070020272573e+00,9.967161182650560169e-01
1.619999999999999929e+01,7.491998848575288639e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.297432773088301960e+00,1.366468452217788965e+01,7.819429076925065170e-01,2.928229932726727824e+00,9.968430786634647767e-01
1.630000000000000071e+01,7.502400132183151271e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.298360680040040238e+00,1.368334811904016846e+01,7.814393951012320594e-01,2.871627103091758393e+00,9.969651250051598801e-01
1.640000000000000213e+01,7.512646560852456190e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.299268181977420777e+00,1.370157340450773731e+01,7.809454119817298423e-01,2.816119912602315534e+00,9.970824473954694733e-01
1.650000000000000000e+01,7.522740440072879231e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.300155801455213922e+00,1.371937245604945410e+01,7.804607932735596609e-01,2.761687115030612816e+00,9.971952286128215048e-01
1.660000000000000142e+01,7.532684041009829468e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.301024047428150476e+00,1.373675701806071991e+01,7.799853760859331020e-01,2.708307878082628406e+00,9.973036443882289381e-01
1.669999999999999929e+01,7.542479601015467106e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.301873415494659625e+00,1.375373850804085230e+01,7.795189997036573448e-01,2.655961775218346421e+00,9.974078636743682891e-01
1.680000000000000071e+01,7.552129324132118571e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.302704388147606807e+00,1.377032802296289304e+01,7.790615055907975650e-01,2.604628777639838244e+00,9.975080489046191934e-01
1.690000000000000213e+01,7.561635381588195370e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.303517435030757010e+00,1.378653634580043530e+01,7.786127373921973849e-01,2.554289246443514738e+00,9.976043562424212752e-01
1.700000000000000000e+01,7.570999912286729971e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.304313013199791094e+00,1.380237395217917040e+01,7.781725409329975918e-01,2.504923924932851875e+00,9.976969358212881556e-01
1.710000000000000142e+01,7.580225023286635277e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.305091567386807316e+00,1.381785101712342190e+01,7.777407642162741386e-01,2.456513931088080138e+00,9.977859319758171086e-01
1.719999999999999929e+01,7.589312790276806497e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.305853530267329532e+00,1.383297742187088097e+01,7.773172574189228801e-01,2.409040750189371138e+00,9.978714834640142195e-01
1.730000000000000071e+01,7.598265258043153114e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.306599322728930312e+00,1.384776276073093371e+01,7.769018728859031775e-01,2.362486227590112620e+00,9.979537236812473511e-01
1.740000000000000213e+01,7.607084440928694180e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.307329354140662536e+00,1.386221634796445024e+01,7.764944651229488404e-01,2.316832561637029997e+00,9.980327808661303424e-01
1.750000000000000000e+01,7.615772323286783552e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.308044022622562919e+00,1.387634722466499149e+01,7.760948907878544301e-01,2.272062296733916131e+00,9.981087782986306500e-01
1.760000000000000142e+01,7.624330859927604953e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.308743715314569567e+00,1.389016416562333234e+01,7.757030086804288516e-01,2.228158316545824302e+00,9.981818344906840945e-01
1.769999999999999929e+01,7.632761976558006811e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.309428808644249154e+00,1.390367568615912575e+01,7.753186797312150436e-01,2.185103837340731658e+00,9.982520633695882717e-01
1.780000000000000071e+01,7.641067570214802318e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.310099668592807021e+00,1.391689004890518078e+01,7.749417669890594773e-01,2.142882401465610265e+00,9.983195744544404171e-01
1.790000000000000213e+01,7.649249509691602444e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.310756650958894154e+00,1.392981527053147417e+01,7.745721356076195052e-01,2.101477870954068017e+00,9.983844730258760736e-01
1.800000000000000000e+01,7.657309635959307359e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.311400101619787595e+00,1.394245912839736867e+01,7.742096528308830550e-01,2.060874421262710143e+00,9.984468602893515898e-01
1.810000000000000142e+01,7.665249762580333970e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.312030356789567254e+00,1.395482916712203370e+01,7.738541879777799393e-01,2.021056535133404886e+00,9.985068335322148103e-01
1.819999999999999929e+01,7.673071676116666184e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.312647743273950951e+00,1.396693270506413498e+01,7.735056124259522825e-01,1.982008996578843663e+00,9.985644862747866668e-01
1.830000000000000071e+01,7.680777136531850013e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.313252578721503472e+00,1.397877684070312299e+01,7.731637995947541198e-01,1.943716884988679672e+00,9.986199084156827110e-01
1.840000000000000213e+01,7.688367877586985699e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.313845171870960504e+00,1.399036845891545155e+01,7.728286249275421183e-01,1.906165569353725608e+00,9.986731863715833102e-01
1.850000000000000000e+01,7.695845607230836771e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.314425822794447862e+00,1.400171423714006558e+01,7.724999658733179286e-01,1.869340702605659432e+00,9.987244032116640025e-01
1.860000000000000142e+01,7.703212007984115983e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.314994823136417024e+00,1.401282065142825850e+01,7.721777018677792315e-01,1.833228216069847427e+00,9.987736387868825227e-01
1.869999999999999929e+01,7.710468737318073584e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.315552456348131782e+00,1.402369398237405029e+01,7.718617143138336578e-01,1.797814314028827409e+00,9.988209698543142334e-01
1.880000000000000071e+01,7.717617428027423454e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.316098997917579672e+00,1.403434032092167350e+01,7.715518865616252109e-01,1.763085468394157695e+00,9.988664701967269188e-01
1.890000000000000213e+01,7.724659688597732554e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.316634715594706018e+00,1.404476557404767156e+01,7.712481038881230377e-01,1.729028413484360982e+00,9.989102107375666950e-01
1.900000000000000000e+01,7.731597103567340312e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.317159869611880252e+00,1.405497547031558447e+01,7.709502534763161830e-01,1.695630140906674299e+00,9.989522596515324482e-01
1.910000000000000142e+01,7.738431233883881211e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.317674712899541856e+00,1.406497556530179693e+01,7.706582243940589549e-01,1.662877894540524704e+00,9.989926824709044473e-01
1.920000000000000284e+01,7.745163617255509392e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.318179491296972206e+00,1.407477124689164683e+01,7.703719075726050969e-01,1.630759165620532469e+00,9.990315421877867808e-01
1.930000000000000071e+01,7.751795768496885231e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.318674443758176329e+00,1.408436774044523609e+01,7.700911957848706191e-01,1.599261687916983421e+00,9.990688993524154959e-01
1.940000000000000213e+01,7.758329179870019354e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.319159802552851479e+00,1.409377011383297429e+01,7.698159836234619302e-01,1.568373433011779561e+00,9.991048121676893157e-01
1.950000000000000000e+01,7.764765321420029620e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.319635793462455853e+00,1.410298328234106258e+01,7.695461674784999095e-01,1.538082605667842273e+00,9.991393365800560478e-01
1.960000000000000142e+01,7.771105641305922074e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.320102635971382554e+00,1.411201201344754175e+01,7.692816455152758914e-01,1.508377639290061190e+00,9.991725263668997936e-01
1.970000000000000284e+01,7.777351566126415872e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.320560543453269897e+00,1.412086093146984922e+01,7.690223176517659853e-01,1.479247191475897560e+00,9.992044332205616275e-01
1.980000000000000071e+01,7.783504501240949836e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.321009723352485121e+00,1.412953452208499705e+01,7.687680855360347065e-01,1.450680139653773848e+00,9.992351068291174254e-01
1.990000000000000213e+01,7.789565831085877301e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.321450377360815942e+00,1.413803713672376539e+01,7.685188525235538970e-01,1.422665576807477850e+00,9.992645949540424066e-01
2.000000000000000000e+01,7.795536919485990257e-01,8.190631399125902767e-01,4.062756607635740758e-01,1.321882701589434772e+00,1.414637299684054383e+01,7.682745236544594736e-01,1.395192807284782122e+00,9.992929435048757414e-01
