time,F_11,F_12,F_21,F_22,a0_x,a0_y,fiber_angle_deg,beta,beta_equilibrium,stimulus,strain_energy,sigma_11,sigma_12,sigma_21,sigma_22
2.075000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.995913064414617688e-01,2.858706152530627459e-02,1.638141146073349042e+00,7.922614765634297118e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.621631042995064664e+00,1.908858072447815601e+01,2.464266077010340839e-01,2.464266077010340561e-01,-3.595489604569115372e+00
2.080000000000000071e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.995997264767837454e-01,2.829110863043621249e-02,1.621177432843690536e+00,7.926890163642226206e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.622026755037223822e+00,1.909762081412304724e+01,2.440371241524599832e-01,2.440371241524599832e-01,-3.595579618933372856e+00
2.085000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.996079730511836514e-01,2.799821802372741766e-02,1.604389386751889912e+00,7.931133616110613849e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.622418709731025421e+00,1.910657219811577079e+01,2.416691393468204108e-01,2.416691393468203830e-01,-3.595667866324908868e+00
2.090000000000000213e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.996160497376628262e-01,2.770835806882673488e-02,1.587775188683057559e+00,7.935345361734780223e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.622806950406864956e+00,1.911543594089317821e+01,2.393224988513132923e-01,2.393224988513132923e-01,-3.595754380458320298e+00
2.095000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.996239600356440214e-01,2.742149745468256891e-02,1.571333038360083867e+00,7.939525637426526616e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.623191519794590310e+00,1.912421309171530126e+01,2.369970483198035327e-01,2.369970483198035049e-01,-3.595839194438173347e+00
2.100000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.996317073724850788e-01,2.713760519224715784e-02,1.555061154148566160e+00,7.943674678327463656e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.623572460032544740e+00,1.913290468489492824e+01,2.346926335270980712e-01,2.346926335270980990e-01,-3.595922340768847647e+00
2.105000000000000071e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.996392951049630771e-01,2.685665061121084163e-02,1.538957772863754014e+00,7.947792717822235176e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.623949812676448667e+00,1.914151174002331857e+01,2.324091004020130691e-01,2.324091004020130691e-01,-3.596003851364273807e+00
2.110000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.996467265207261699e-01,2.657860335676799635e-02,1.523021149579495637e+00,7.951879987551649931e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.624323618708203965e+00,1.915003526219389940e+01,2.301462950592950973e-01,2.301462950592950696e-01,-3.596083757557543947e+00
2.115000000000000213e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.996540048397177802e-01,2.630343338641446052e-02,1.507249557439159560e+00,7.955936717425706739e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.624693918544542370e+00,1.915847624222220702e+01,2.279040638303992949e-01,2.279040638303993227e-01,-3.596162090110420539e+00
2.120000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.996611332155689311e-01,2.603111096677608247e-02,1.491641287468518540e+00,7.959963135636530795e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.625060752045561774e+00,1.916683565686309976e+01,2.256822532931715974e-01,2.256822532931715974e-01,-3.596238879222724449e+00
2.125000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.996681147369641529e-01,2.576160667046825323e-02,1.476194648390568354e+00,7.963959468671208963e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.625424158523147256e+00,1.917511446902495464e+01,2.234807103004601836e-01,2.234807103004601836e-01,-3.596314154541604413e+00
2.130000000000000071e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.996749524289780808e-01,2.549489137298603658e-02,1.460907966442263950e+00,7.967925941324527361e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.625784176749269339e+00,1.918331362798106454e+01,2.212992820076876699e-01,2.212992820076876976e-01,-3.596387945170699485e+00
2.135000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.996816492543850741e-01,2.523093624962471568e-02,1.445779585193154748e+00,7.971862776711619025e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.626140844964160781e+00,1.919143406957783426e+01,2.191378158994072567e-01,2.191378158994072844e-01,-3.596460279679178917e+00
2.140000000000000213e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.996882081149414123e-01,2.496971277243048917e-02,1.430807865365897991e+00,7.975770196280511648e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.626494200884375907e+00,1.919947671644017007e+01,2.169961598148752724e-01,2.169961598148753001e-01,-3.596531186110667910e+00
2.145000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.996946318526416242e-01,2.471119270718103236e-02,1.415991184658629720e+00,7.979648419824587613e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.626844281710740692e+00,1.920744247817409800e+01,2.148741619726682872e-01,2.148741619726682872e-01,-3.596600691992058785e+00
2.150000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.997009232509487253e-01,2.445534811039568046e-02,1.401327937569176729e+00,7.983497665494942996e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.627191124136180722e+00,1.921533225156634117e+01,2.127716709943663353e-01,2.127716709943663631e-01,-3.596668824342207138e+00
2.155000000000000071e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.997070850359995875e-01,2.420215132637498420e-02,1.386816535221086388e+00,7.987318149812661083e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.627534764353438579e+00,1.922314692078119691e+01,2.106885359273334979e-01,2.106885359273334979e-01,-3.596735609680509871e+00
2.160000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.997131198777842176e-01,2.395157498426936371e-02,1.372455405191460809e+00,7.991110087680992624e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.627875238062675534e+00,1.923088735755446166e+01,2.086246062666154699e-01,2.086246062666154977e-01,-3.596801074035370860e+00
2.165000000000000213e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.997190303913026099e-01,2.370359199517663856e-02,1.358242991340572470e+00,7.994873692397442833e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.628212580478966220e+00,1.923855442138469130e+01,2.065797319759849204e-01,2.065797319759849204e-01,-3.596865242952550723e+00
2.170000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.997248191376963966e-01,2.345817554926813917e-02,1.344177753643244211e+00,7.998609175665769566e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.628546826339671405e+00,1.924614895972145945e+01,2.045537635081509653e-01,2.045537635081509653e-01,-3.596928141503402010e+00
2.175000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.997304886253577383e-01,2.321529911294318779e-02,1.330258168021975829e+00,8.002316747607891578e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.628878009911724822e+00,1.925367180815136336e+01,2.025465518241681695e-01,2.025465518241681695e-01,-3.596989794292990705e+00
2.180000000000000071e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.997360413110155664e-01,2.297493642601167174e-02,1.316482726181798180e+00,8.005996616775707952e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.629206164998778794e+00,1.926112379058060498e+01,2.005579484120496581e-01,2.005579484120496581e-01,-3.597050225468103157e+00
2.185000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.997414796007990656e-01,2.273706149890446573e-02,1.302849935446837248e+00,8.009648990162829829e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.629531324948275461e+00,1.926850571941556467e+01,1.985878053046279679e-01,1.985878053046279956e-01,-3.597109458725143760e+00
2.190000000000000213e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.997468058512795075e-01,2.250164860991146418e-02,1.289358318598572417e+00,8.013274073216223314e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.629853522658395448e+00,1.927581839574042988e+01,1.966359750966689690e-01,1.966359750966689690e-01,-3.597167517317915397e+00
2.195000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.997520223704907671e-01,2.226867230244699083e-02,1.276006413715767174e+00,8.016872069847765792e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.630172790584889952e+00,1.928306260949178252e+01,1.947023109612610881e-01,1.947023109612610881e-01,-3.597224424065290638e+00
2.200000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.997571314189283020e-01,2.203810738234227365e-02,1.262792774016059605e+00,8.020443182445715635e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.630489160747846000e+00,1.929023913963153802e+01,1.927866666655179140e-01,1.927866666655179140e-01,-3.597280201358774132e+00
2.205000000000000071e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.997621352105287018e-01,2.180992891516484941e-02,1.249715967699191577e+00,8.023987611886099769e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.630802664738308261e+00,1.929734875431629249e+01,1.908888965855866093e-01,1.908888965855866093e-01,-3.597334871169947323e+00
2.210000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.997670359136274776e-01,2.158411222356454440e-02,1.236774577791862395e+00,8.027505557544007964e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.631113333724834469e+00,1.930439221106490066e+01,1.890088557210083120e-01,1.890088557210082842e-01,-3.597388455057815904e+00
2.215000000000000213e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.997718356518988658e-01,2.136063288464587484e-02,1.223967201994188736e+00,8.030997217304810532e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.631421198459922284e+00,1.931137025692292752e+01,1.871463997084279185e-01,1.871463997084278907e-01,-3.597440974176034256e+00
2.220000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.997765365052745379e-01,2.113946672736656887e-02,1.211292452527754637e+00,8.034462787575290532e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.631726289286359766e+00,1.931828362862505344e+01,1.853013848346887482e-01,1.853013848346887760e-01,-3.597492449280034421e+00
2.225000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.997811405108452121e-01,2.092058982996202604e-02,1.198748955985234899e+00,8.037902463294688271e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.632028636143469047e+00,1.932513305275482551e+01,1.834736680493197492e-01,1.834736680493197214e-01,-3.597542900734040483e+00
2.230000000000000071e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.997856496637422818e-01,2.070397851739541606e-02,1.186335353181575458e+00,8.041316437945671414e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.632328268573250529e+00,1.933191924590190069e+01,1.816631069764351736e-01,1.816631069764351458e-01,-3.597592348517979488e+00
2.235000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.997900659180017913e-01,2.048960935883323634e-02,1.174050299006715647e+00,8.044704903565212950e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.632625215726448697e+00,1.933864291481723185e+01,1.798695599260697608e-01,1.798695599260697331e-01,-3.597640812234287111e+00
2.240000000000000213e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.997943911874109801e-01,2.027745916514607852e-02,1.161892462279835003e+00,8.048068050755398106e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.632919506368493368e+00,1.934530475656517723e+01,1.780928859049518143e-01,1.780928859049518143e-01,-3.597688311114607629e+00
2.245000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.997986273463368434e-01,2.006750498643434036e-02,1.149860525605109318e+00,8.051406068694143547e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.633211168885388087e+00,1.935190545867417811e+01,1.763329446267521139e-01,1.763329446267521139e-01,-3.597734864026393531e+00
2.250000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998027762305380373e-01,1.985972410957870943e-02,1.137953185228960828e+00,8.054719145145837755e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.633500231289468196e+00,1.935844569928421066e+01,1.745895965218002832e-01,1.745895965218002832e-01,-3.597780489479400767e+00
2.255000000000000071e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998068396379599099e-01,1.965409405581511684e-02,1.126169150898785665e+00,8.058007466471904801e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.633786721225106930e+00,1.936492614729280604e+01,1.728627027463073285e-01,1.728627027463073007e-01,-3.597825205632080525e+00
2.260000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998108193295127677e-01,1.945059257833401875e-02,1.114507145723146131e+00,8.061271217641285958e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.634070665974299175e+00,1.937134746249804351e+01,1.711521251910886610e-01,1.711521251910886332e-01,-3.597869030297877746e+00
2.265000000000000213e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998147170298354869e-01,1.924919765990372109e-02,1.102965906033409160e+00,8.064510582240845826e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.634352092462177719e+00,1.937771029573980641e+01,1.694577264898179669e-01,1.694577264898179669e-01,-3.597911980951421285e+00
2.270000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998185344280413611e-01,1.904988751051751514e-02,1.091544181246818068e+00,8.067725742485697404e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.634631027262440472e+00,1.938401528903868609e+01,1.677793700268185306e-01,1.677793700268185029e-01,-3.597954074734619923e+00
2.275000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998222731784507378e-01,1.885264056506445393e-02,1.080240733730980951e+00,8.070916879229451668e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.634907496602679533e+00,1.939026307573252694e+01,1.661169199444041678e-01,1.661169199444041678e-01,-3.597995328462667786e+00
2.280000000000000071e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998259349013064456e-01,1.865743548102349880e-02,1.069054338669765736e+00,8.074084171974391655e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.635181526369650307e+00,1.939645428061129806e+01,1.644702411497948602e-01,1.644702411497948602e-01,-3.598035758629940073e+00
2.285000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998295211834765661e-01,1.846425113618084535e-02,1.057983783930580568e+00,8.077227798881569942e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.635453142114433822e+00,1.940258952004928616e+01,1.628391993216020961e-01,1.628391993216021238e-01,-3.598075381415805296e+00
2.290000000000000213e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998330335791412171e-01,1.827306662637021017e-02,1.047027869933030875e+00,8.080347936780828411e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.635722369057530656e+00,1.940866940213557257e+01,1.612236609159145018e-01,1.612236609159145018e-01,-3.598114212690338043e+00
2.295000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998364736104660144e-01,1.808386126323581478e-02,1.036185409518933787e+00,8.083444761180746951e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.635989232093870926e+00,1.941469452680233232e+01,1.596234931719844319e-01,1.596234931719844319e-01,-3.598152268019940703e+00
2.300000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998398427682608780e-01,1.789661457201792427e-02,1.025455227823681703e+00,8.086518446278514460e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.636253755797744791e+00,1.942066548595104791e+01,1.580385641175331424e-01,1.580385641175330869e-01,-3.598189562672872377e+00
2.305000000000000071e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998431425126265149e-01,1.771130628936069817e-02,1.014836162148936571e+00,8.089569164969728776e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.636515964427654568e+00,1.942658286357687203e+01,1.564687425736858151e-01,1.564687425736858151e-01,-3.598226111624688972e+00
2.310000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998463742735864690e-01,1.752791636114209989e-02,1.004327061836641999e+00,8.092597088858120014e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.636775881931095356e+00,1.943244723589090128e+01,1.549138981595465092e-01,1.549138981595465092e-01,-3.598261929563590922e+00
2.315000000000000213e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998495394517065149e-01,1.734642494032571231e-02,9.939267881443412112e-01,8.095602388265205063e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.637033531949242171e+00,1.943825917144033255e+01,1.533739012964225046e-01,1.533739012964225046e-01,-3.598297030895682980e+00
2.320000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998526394187015054e-01,1.716681238483424438e-02,9.836342141217843116e-01,8.098585232239868814e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.637288937821587798e+00,1.944401923122717690e+01,1.518486232117175760e-01,1.518486232117175760e-01,-3.598331429750153188e+00
2.325000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998556755180294520e-01,1.698905925544446499e-02,9.734482244888156277e-01,8.101545788567869888e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.637542122590484261e+00,1.944972796882450083e+01,1.503379359424917572e-01,1.503379359424917294e-01,-3.598365139984351924e+00
2.330000000000000071e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998586490654736147e-01,1.681314631370345314e-02,9.633677155145243809e-01,8.104484223781284191e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.637793109005626135e+00,1.945538593049131748e+01,1.488417123387107688e-01,1.488417123387107965e-01,-3.598398175188801229e+00
2.335000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998615613497124910e-01,1.663905451986585904e-02,9.533915948976455779e-01,8.107400703167866318e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.638041919528450130e+00,1.946099365528511527e+01,1.473598260661837800e-01,1.473598260661837800e-01,-3.598430548692109543e+00
2.340000000000000213e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998644136328779242e-01,1.646676503085205134e-02,9.435187816482025758e-01,8.110295390780350999e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.638288576336481839e+00,1.946655167517324614e+01,1.458921516092119564e-01,1.458921516092119841e-01,-3.598462273565807390e+00
2.345000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998672071511017778e-01,1.629625919822691796e-02,9.337482059703725579e-01,8.113168449445679054e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.638533101327588115e+00,1.947206051514171676e+01,1.444385642729416885e-01,1.444385642729417163e-01,-3.598493362629099579e+00
2.350000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998699431150518402e-01,1.612751856619912272e-02,9.240788091465653720e-01,8.116020040774157840e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.638775516124185261e+00,1.947752069330292812e+01,1.429989401854477593e-01,1.429989401854477593e-01,-3.598523828453542794e+00
2.355000000000000071e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998726227104558495e-01,1.596052486964060629e-02,9.145095434227039632e-01,8.118850325168552873e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.639015842077363505e+00,1.948293272100125506e+01,1.415731562995436454e-01,1.415731562995436454e-01,-3.598553683367633038e+00
2.360000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998752470986155272e-01,1.579526003212618906e-02,9.050393718946920796e-01,8.121659461833106164e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.639254100270951309e+00,1.948829710291704842e+01,1.401610903943336373e-01,1.401610903943336650e-01,-3.598582939461321573e+00
2.365000000000000213e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998778174169095090e-01,1.563170616399301230e-02,8.956672683960571479e-01,8.124447608782496832e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.639490311525518607e+00,1.949361433716912018e+01,1.387626210765152968e-01,1.387626210765152968e-01,-3.598611608590454924e+00
2.370000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998803347792858398e-01,1.546984556041966150e-02,8.863922173867577747e-01,8.127214922850725110e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.639724496402296783e+00,1.949888491541497260e+01,1.373776277814332258e-01,1.373776277814332536e-01,-3.598639702381134509e+00
2.375000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998828002767451428e-01,1.530966069952481058e-02,8.772132138431421033e-01,8.129961559699937501e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.639956675207067782e+00,1.950410932295039501e+01,1.360059907739082363e-01,1.360059907739082363e-01,-3.598667232234002089e+00
2.380000000000000071e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998852149778126863e-01,1.515113424048510765e-02,8.681292631490449274e-01,8.132687673829180897e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.640186867993956188e+00,1.950928803880641027e+01,1.346475911488288213e-01,1.346475911488287935e-01,-3.598694209328450633e+00
2.385000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998875799290019017e-01,1.499424902167222420e-02,8.591393809880142340e-01,8.135393418583093395e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.640415094569181775e+00,1.951442153584528683e+01,1.333023108315303240e-01,1.333023108315303240e-01,-3.598720644626763665e+00
2.390000000000000213e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998898961552669107e-01,1.483898805880879378e-02,8.502425932366525219e-01,8.138078946160531846e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.640641374494748117e+00,1.951951028085486683e+01,1.319700325779612493e-01,1.319700325779612771e-01,-3.598746548878184015e+00
2.395000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998921646604477242e-01,1.468533454314311162e-02,8.414379358590629021e-01,8.140744407623129453e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.640865727092059689e+00,1.952455473464109659e+01,1.306506399746417413e-01,1.306506399746417135e-01,-3.598771932622903513e+00
2.400000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998943864277042293e-01,1.453327183964237511e-02,8.327244548023883253e-01,8.143389952903796747e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.641088171445495458e+00,1.952955535211937743e+01,1.293440174384281327e-01,1.293440174384281049e-01,-3.598796806195995401e+00
2.405000000000000071e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998965624199424029e-01,1.438278348520430523e-02,8.241012058934331641e-01,8.146015730815153733e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.641308726405921625e+00,1.953451258240434640e+01,1.280500502160865361e-01,1.280500502160865084e-01,-3.598821179731266806e+00
2.410000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.998986935802317566e-01,1.423385318688696888e-02,8.155672547363538305e-01,8.148621889057899859e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.641527410594134873e+00,1.953942686889794089e+01,1.267686243836791682e-01,1.267686243836791959e-01,-3.598845063165049041e+00
2.415000000000000213e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999007808322135649e-01,1.408646482015660575e-02,8.071216766114102104e-01,8.151208574229124038e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.641744242404266085e+00,1.954429864937635841e+01,1.254996268457769237e-01,1.254996268457769515e-01,-3.598868466239918185e+00
2.420000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999028250805015450e-01,1.394060242715329870e-02,7.987635563747647049e-01,8.153775931830548052e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.641959240007118126e+00,1.954912835607533950e+01,1.242429453344978257e-01,1.242429453344978396e-01,-3.598891398508355710e+00
2.425000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999048272110729885e-01,1.379625021497431561e-02,7.904919883593202190e-01,8.156324106276714447e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.642172421353452538e+00,1.955391641577418582e+01,1.229984684083818697e-01,1.229984684083818697e-01,-3.598913869336334503e+00
2.430000000000000071e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999067880916535644e-01,1.365339255397493741e-02,7.823060762765834397e-01,8.158853240903107817e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.642383804177233841e+00,1.955866324987857396e+01,1.217660854511080637e-01,1.217660854511080359e-01,-3.598935887906849374e+00
