time,F_11,F_12,F_21,F_22,a0_x,a0_y,fiber_angle_deg,beta,beta_equilibrium,stimulus,strain_energy,sigma_11,sigma_12,sigma_21,sigma_22
6.050000000000000711e+00,1.215106699587864769e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.229729951609814353e-01,8.219548357644207437e-01,5.695526735636344817e-01,3.471903820975638411e+01,3.343558279857774540e-01,8.123415300699751151e-01,3.896637830550405690e-01,7.866391972598234528e-01,5.131776730572112477e+00,1.722046393310236179e-01,1.722046393310236179e-01,-3.146337635326918569e+00
6.100000000000000533e+00,1.216790313679460667e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.218342871057980892e-01,8.253379137443840330e-01,5.646391131829849863e-01,3.437723443825923653e+01,3.379273109489862037e-01,8.144364922078209945e-01,3.924330028885918975e-01,7.991998718107010680e-01,5.197912401077985578e+00,1.811894937886671664e-01,1.811894937886671664e-01,-3.162161834750072398e+00
6.150000000000000355e+00,1.218438540857824659e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.207225612676072313e-01,8.286684218322346585e-01,5.597398026387560011e-01,3.403780527200284922e+01,3.414877614295294683e-01,8.164537616045124402e-01,3.951403089012881509e-01,8.116709701463167281e-01,5.264561264238496463e+00,1.904737890584800308e-01,1.904737890584800586e-01,-3.177481844604162831e+00
6.200000000000000178e+00,1.220050745700003825e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.196380384376964479e-01,8.319465368286419471e-01,5.548558009598791863e-01,3.370078328501818277e+01,3.450366813456100523e-01,8.183953696255139576e-01,3.977849054323854272e-01,8.240456476137739683e-01,5.331750512199564973e+00,2.000609568830568896e-01,2.000609568830568896e-01,-3.192297043788010935e+00
6.250000000000000000e+00,1.221626306670342110e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.185809314516109270e-01,8.351724727108810198e-01,5.499881278954963371e-01,3.336619849714592334e+01,3.485735915153220232e-01,8.202632683336015251e-01,4.003660185857211840e-01,8.363170519916424128e-01,5.399507004719694692e+00,2.099537409911105545e-01,2.099537409911105268e-01,-3.206607155206039117e+00
6.300000000000000711e+00,1.223164616360093104e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.175514453449537200e-01,8.383464782460561260e-01,5.451377646177476555e-01,3.303407848545918313e+01,3.520980309228865512e-01,8.220593323112028727e-01,4.028828962103460642e-01,8.484783166056795167e-01,5.467856954244618706e+00,2.201541088405990776e-01,2.201541088405990776e-01,-3.220412258652986193e+00
6.350000000000000533e+00,1.224665081721588500e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.165497775067100950e-01,8.414688347020624626e-01,5.403056544449197363e-01,3.270444849188214675e+01,3.556095560039864156e-01,8.237853604860250201e-01,4.053348078782214037e-01,8.605225525521581487e-01,5.536825582194182083e+00,2.306631607357634561e-01,2.306631607357635116e-01,-3.233712802907470429e+00
6.400000000000000355e+00,1.226127124296868320e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.155761178299170133e-01,8.445398536543474721e-01,5.354927035819380121e-01,3.237733152706252326e+01,3.591077399500819944e-01,8.254430779501509274e-01,4.077210448592729630e-01,8.724428400748091006e-01,5.606436746708816088e+00,2.414810369052914907e-01,2.414810369052915184e-01,-3.246509616852274682e+00
6.450000000000000178e+00,1.227550180440689198e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.146306488595040918e-01,8.475598748863696352e-01,5.306997818754040086e-01,3.205274847056466569e+01,3.625921720315170571e-01,8.270341377640400005e-01,4.100409200940939858e-01,8.842322191568683376e-01,5.676712542481996415e+00,2.526068232152512416e-01,2.526068232152511861e-01,-3.258803919430550255e+00
6.500000000000000000e+00,1.228933701537818113e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.137135459371458435e-01,8.505292643815123288e-01,5.259277235805729367e-01,3.173071816745694207e+01,3.660624569391620620e-01,8.285601227379635336e-01,4.122937681645684194e-01,8.958836794057165598e-01,5.747672873724455123e+00,2.640384562786130540e-01,2.640384562786129985e-01,-3.270597328239499113e+00
6.550000000000000711e+00,1.230277154214535873e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.128249773429669922e-01,8.534484124041014086e-01,5.211773281378602185e-01,3.141125752137311267e+01,3.695182141442871493e-01,8.300225471844253633e-01,4.144789452626945758e-01,9.073901493245288830e-01,5.819335001765077564e+00,2.757726288119164426e-01,2.757726288119164981e-01,-3.281891866557194337e+00
6.600000000000000533e+00,1.231580020544261522e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.119651044339600832e-01,8.563177316670907979e-01,5.164493609566461751e-01,3.109438158413208697e+01,3.729590772763122786e-01,8.314228586359869722e-01,4.165958291578566453e-01,9.187444850826147480e-01,5.891713069287705551e+00,2.878046961770908685e-01,2.878046961770908685e-01,-3.292689968594043837e+00
6.650000000000000355e+00,1.232841798247223952e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.111340817789730595e-01,8.591376555839147500e-01,5.117445542043165263e-01,3.078010364200405746e+01,3.763846935180422681e-01,8.327624395237266386e-01,4.186438191628079064e-01,9.299394589136925626e-01,5.964817603729955842e+00,3.001285851310730446e-01,3.001285851310729891e-01,-3.302994482758796924e+00
6.700000000000000178e+00,1.234062000884099675e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.103320572901407948e-01,8.619086366019614864e-01,5.070636075986403313e-01,3.046843529871389933e+01,3.797947230179619105e-01,8.340426088122586679e-01,4.206223360985978932e-01,9.409677472889267369e-01,6.038655002922343584e+00,3.127367058853989801e-01,3.127367058853989246e-01,-3.312808672730035653e+00
6.750000000000000000e+00,1.235240158043544367e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.095591723506355697e-01,8.646311446150942714e-01,5.024071892017388796e-01,3.015938655527471823e+01,3.831888383191391911e-01,8.352646235878682379e-01,4.225308222586826035e-01,9.518219190289115561e-01,6.113227006618034309e+00,3.256198686505294426e-01,3.256198686505294426e-01,-3.322136216128283692e+00
6.800000000000000711e+00,1.236375815523546029e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.088155619386229178e-01,8.673056654526325460e-01,4.977759362140422583e-01,2.985296588674573215e+01,3.865667238042621023e-01,8.364296805968716164e-01,4.243687413724408497e-01,9.624944235355283872e-01,6.188530158145901794e+00,3.387672059028293825e-01,3.387672059028293825e-01,-3.330981200591526026e+00
6.850000000000000533e+00,1.237468535506527800e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.081013547473141490e-01,8.699326994422035275e-01,4.931704557667670463e-01,2.954918031600945127e+01,3.899280751563167779e-01,8.375389177317952294e-01,4.261355785683099695e-01,9.729775793403854234e-01,6.264555261003209807e+00,3.521661016636256081e-01,3.521661016636256081e-01,-3.339348117068320132e+00
6.900000000000000355e+00,1.238517896728135170e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.074166733010141872e-01,8.725127600438890019e-01,4.885913257115757080e-01,2.924803548466325154e+01,3.932725988344000223e-01,8.385934154634004933e-01,4.278308403367500623e-01,9.832635631811293964e-01,6.341286835777943054e+00,3.658021291172302569e-01,3.658021291172302569e-01,-3.347241850158082510e+00
6.950000000000000178e+00,1.239523494639642065e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.067616340670678010e-01,8.750463725531062442e-01,4.840390954061978834e-01,2.894953572112029150e+01,3.966000115641484247e-01,8.395941982169533579e-01,4.294540544932355930e-01,9.933443998298120414e-01,6.418702583342512646e+00,3.796589979159321060e-01,3.796589979159321060e-01,-3.354667665347718319e+00
7.000000000000000000e+00,1.240484941563910759e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.061363475636187381e-01,8.775340728696976456e-01,4.795142864949075157e-01,2.865368410601402971e+01,3.999100398422585356e-01,8.405422356914604709e-01,4.310047701414571053e-01,1.003211952908175109e+00,6.496772860776636627e+00,3.937185125224016424e-01,3.937185125224016424e-01,-3.361631193017519337e+00
7.050000000000000711e+00,1.241401866844850321e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.055409184630938357e-01,8.799764063307314865e-01,4.750173936828538390e-01,2.836048253499965455e+01,4.032024194545664186e-01,8.414384441208869747e-01,4.324825576369227265e-01,1.012857916933229907e+00,6.575460176944433854e+00,4.079605429217368906e-01,4.079605429217368351e-01,-3.368138409117469756e+00
7.100000000000000533e+00,1.242273916990310534e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.049754456913384981e-01,8.823739266045661500e-01,4.705488855033446161e-01,2.806993177904449510e+01,4.064768950071518949e-01,8.422836874766013171e-01,4.338870085511223884e-01,1.022273810841821007e+00,6.654718715053635769e+00,4.223630089946047717e-01,4.223630089946047717e-01,-3.374195612447247417e+00
7.150000000000000355e+00,1.243100755808359770e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.044400225223280465e-01,8.847271946437689216e-01,4.661092050772722706e-01,2.778203154229807481e+01,4.097332194699307428e-01,8.430787786105115034e-01,4.352177356364230199e-01,1.031450973245197300e+00,6.734493889849281878e+00,4.369018797779883334e-01,4.369018797779883334e-01,-3.379809398509630025e+00
7.200000000000000178e+00,1.243882064536894205e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.039347366683888829e-01,8.870367776945379257e-01,4.616987708639593846e-01,2.749678051763070741e+01,4.129711537321989478e-01,8.438244803385315240e-01,4.364743727918497518e-01,1.040380559663263149e+00,6.814721947325512730e+00,4.515511887499642496e-01,4.515511887499641941e-01,-3.384986629946908465e+00
7.250000000000000000e+00,1.244617541966526186e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.034596703658664074e-01,8.893032483603267035e-01,4.573179774027815725e-01,2.721417643992770863e+01,4.161904661695933205e-01,8.445215064641609093e-01,4.376565750298964108e-01,1.049053541982861049e+00,6.895329614962433240e+00,4.662830661586718772e-01,4.662830661586719327e-01,-3.389734403613203551e+00
7.300000000000000711e+00,1.245306904556705785e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.030149004561826231e-01,8.915271837174280067e-01,4.529671960450020740e-01,2.693421613722453145e+01,4.193909322219357416e-01,8.451705227420909239e-01,4.387640184445041891e-01,1.057460710375150992e+00,6.976233810498405852e+00,4.810677892733544181e-01,4.810677892733543626e-01,-3.394060014381610202e+00
7.350000000000000533e+00,1.245949886545032470e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.026004984622283622e-01,8.937091644803352164e-01,4.486467756753202418e-01,2.665689557976577717e+01,4.225723339814320134e-01,8.457721477818472833e-01,4.397964001803418843e-01,1.065592677893249185e+00,7.057341417118917271e+00,4.958738512670955445e-01,4.958738512670954890e-01,-3.397970915833281591e+00
7.400000000000000355e+00,1.246546240049709597e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.022165306600436141e-01,8.958497742147580878e-01,4.443570434227042121e-01,2.638220992706915524e+01,4.257344597906995709e-01,8.463269538915609846e-01,4.407534384035006192e-01,1.073439887953071104e+00,7.138549132671699660e+00,5.106680492478050670e-01,5.106680492478050670e-01,-3.401474678025047549e+00
7.450000000000000178e+00,1.247095735165109076e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.018630581457366624e-01,8.979495985962324678e-01,4.400983053601376094e-01,2.611015357307315199e+01,4.288771038501030808e-01,8.468354678620247933e-01,4.416348722737275523e-01,1.080992624877519237e+00,7.219743400097556218e+00,5.254155917377809626e-01,5.254155917377808516e-01,-3.404578942582391576e+00
7.500000000000000000e+00,1.247598160050403804e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.015401368976043939e-01,9.000092247123279154e-01,4.358708471929665929e-01,2.584072018944500115e+01,4.320000658338827293e-01,8.472981716912358907e-01,4.424404619182948362e-01,1.088241027656776660e+00,7.300800425690756157e+00,5.400802256648850053e-01,5.400802256648851163e-01,-3.407291375414293277e+00
7.550000000000000711e+00,1.248053321011236338e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.012478178334152545e-01,9.020292404065166636e-01,4.316749349355862297e-01,2.557390276712321509e+01,4.351031505145644962e-01,8.477155032496604958e-01,4.431699884076034657e-01,1.095175107045781804e+00,7.381586291072540718e+00,5.546243826732630833e-01,5.546243826732630833e-01,-3.409619617394988200e+00
7.600000000000000533e+00,1.248461042574392277e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.009861468628187708e-01,9.040102336618350831e-01,4.275108155762545881e-01,2.530969365616684996e+01,4.381861673951474301e-01,8.480878568864800293e-01,4.438232537326149973e-01,1.101784766084180189e+00,7.461957163876398624e+00,5.690093442919275102e-01,5.690093442919276212e-01,-3.411571233403881021e+00
7.650000000000000355e+00,1.248821167555447254e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.007551649348547684e-01,9.059527920225280972e-01,4.233787177298665161e-01,2.504808460398121994e+01,4.412489303485692127e-01,8.484155839770802787e-01,4.444000807841840262e-01,1.108059824084369094e+00,7.541759611111047867e+00,5.831954252198744415e-01,5.831954252198744415e-01,-3.413153660157621783e+00
7.700000000000000178e+00,1.249133557119365801e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.005549080805305362e-01,9.078575020519308314e-01,4.192788522785622640e-01,2.478906679198771812e+01,4.442912572639562963e-01,8.486989934120567902e-01,4.449003133343761851e-01,1.113990044090450660e+00,7.620831017995969070e+00,5.971421737012834186e-01,5.971421737012834186e-01,-3.414374153306940940e+00
7.750000000000000000e+00,1.249398090834024533e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.003854074504459515e-01,9.097249488249039562e-01,4.152114130000833514e-01,2.453263087080313198e+01,4.473129696991712256e-01,8.489383520279903950e-01,4.453238160198256246e-01,1.119565163765139815e+00,7.699000113767503706e+00,6.108085876789457469e-01,6.108085876789457469e-01,-3.415239734303864960e+00
7.800000000000000711e+00,1.249614666716641009e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.002466893474426968e-01,9.115557154531997996e-01,4.111765771838238881e-01,2.427876699399157800e+01,4.503138925391747538e-01,8.491338849802414490e-01,4.456704743271981406e-01,1.124774929613896690e+00,7.776087604549837273e+00,6.241533451340155469e-01,6.241533451340154359e-01,-3.415757137571909574e+00
7.850000000000000533e+00,1.249783201273089617e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.001387752542613585e-01,9.133503826421943694e-01,4.071745062345593080e-01,2.402746485045022595e+01,4.532938536597260204e-01,8.492857760579828330e-01,4.459401945808040280e-01,1.129609134406452942e+00,7.851906911894623420e+00,6.371350467511905924e-01,6.371350467511905924e-01,-3.415932758531534663e+00
7.900000000000000355e+00,1.249903629530090488e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000616818561896437e-01,9.151095282774835971e-01,4.032053462638626740e-01,2.377871369548769209e+01,4.562526835959497817e-01,8.493941679416717738e-01,4.461329039324076207e-01,1.134057657606129865e+00,7.926265014040334123e+00,6.497124687962008149e-01,6.497124687962005929e-01,-3.415772603045164946e+00
7.950000000000000178e+00,1.249975905060258130e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000154210586903902e-01,9.168337270398946304e-01,3.992692286692476333e-01,2.353250238065204769e+01,4.591902152153035654e-01,8.494591624031261334e-01,4.462485503532653830e-01,1.138110508568010104e+00,7.998963385355749800e+00,6.618448238630997293e-01,6.618448238630997293e-01,-3.415282238849538743e+00
8.000000000000000000e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.185235500475220638e-01,3.953662707011021960e-01,2.328881938236338556e+01,4.621062833944835635e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.141757872218756242e+00,8.069799027839888339e+00,6.734920269474480303e-01,6.734920269474481413e-01,-3.414466749537873547e+00
8.050000000000000711e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.201795645234540633e-01,3.914965760175004861e-01,2.304765282940382676e+01,4.650007246998116295e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.145212848992134269e+00,8.140046921306545613e+00,6.848279070225470333e-01,6.848279070225470333e-01,-3.413526635124068953e+00
8.099999999999999645e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.218023799096346504e-01,3.876601248425397550e-01,2.280898366823178236e+01,4.678735388983770171e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.148694088935252156e+00,8.211102108377737352e+00,6.960476131815050982e-01,6.960476131815050982e-01,-3.412659261114950660e+00
8.150000000000000355e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.233926429678959158e-01,3.838567791673920260e-01,2.257278603719412047e+01,4.707248875867359184e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.152200318266023427e+00,8.282939786636129398e+00,7.071440915550684103e-01,7.071440915550684103e-01,-3.411864524269714316e+00
8.200000000000001066e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.249509886361871880e-01,3.800863962587190392e-01,2.233903434244713893e+01,4.735549311540039330e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.155730259045539832e+00,8.355534622604634976e+00,7.181104831308529057e-01,7.181104831308529057e-01,-3.411142235035818260e+00
8.250000000000000000e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.264780402120194047e-01,3.763488288873712562e-01,2.210770325518330282e+01,4.763638287908778524e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.159282630783506685e+00,8.428860795118124472e+00,7.289401321085162699e-01,7.289401321085163810e-01,-3.410492119607530626e+00
8.300000000000000711e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.279744095345180410e-01,3.726439255496628022e-01,2.187876770888665590e+01,4.791517384985903849e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.162856152012012201e+00,8.502892038810308861e+00,7.396265935830453886e-01,7.396265935830453886e-01,-3.409913822145529849e+00
8.349999999999999645e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.294406971650213123e-01,3.689715306814322915e-01,2.165220289661665731e+01,4.819188170977977137e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.166449541824674974e+00,8.577601687588762402e+00,7.501636405534100049e-01,7.501636405534100049e-01,-3.409406907144353127e+00
8.400000000000000355e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.308774925661628119e-01,3.653314848650926483e-01,2.142798426832017711e+01,4.846652202374006069e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.170061521378448877e+00,8.652962717975995588e+00,7.605452702566446455e-01,7.605452702566445344e-01,-3.408970861934391028e+00
8.450000000000001066e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.322853742793838494e-01,3.617236250298688227e-01,2.120608752817129883e+01,4.873911024032998585e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.173690815355562300e+00,8.728947792199230449e+00,7.707657098299919296e-01,7.707657098299919296e-01,-3.408605099305227704e+00
8.500000000000000000e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.336649101008240859e-01,3.581477846454169667e-01,2.098648863193868763e+01,4.900966169270860040e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.177336153383300665e+00,8.805529300917049440e+00,7.808194213062721323e-01,7.808194213062722433e-01,-3.408308960237130592e+00
8.550000000000000711e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.350166572555448363e-01,3.546037939090146418e-01,2.076916378438018285e+01,4.927819159946644212e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.180996271409550991e+00,8.882679405476579859e+00,7.907011059499718941e-01,7.907011059499720051e-01,-3.408081716727725308e+00
8.599999999999999645e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.363411625700409635e-01,3.510914799265059671e-01,2.055408943666444799e+01,4.954471506548156490e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.184669913032240451e+00,8.960370079600586735e+00,8.004057079437174593e-01,8.004057079437175704e-01,-3.407922574701035767e+00
8.650000000000000355e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.376389626430041702e-01,3.476106668871815630e-01,2.034124228381921995e+01,4.980924708276920909e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.188355830781027134e+00,9.038573150409979107e+00,8.099284174368754918e-01,8.099284174368754918e-01,-3.407830676986366658e+00
8.700000000000001066e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.389105840143017190e-01,3.441611762327685953e-01,2.013059926220607210e+01,5.007180253132510472e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.192052787349801024e+00,9.117260338693194299e+00,8.192646729698904728e-01,8.192646729698904728e-01,-3.407805106354807378e+00
8.750000000000000000e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.401565433321397158e-01,3.407428268207012834e-01,1.992213754702127559e+01,5.033239617996244641e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.195759556778761334e+00,9.196403298340086963e+00,8.284101632896746503e-01,8.284101632896746503e-01,-3.407844888601467837e+00
8.800000000000000711e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.413773475183813133e-01,3.373554350818387948e-01,1.971583454982255290e+01,5.059104268714269548e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.199474925585054530e+00,9.275973654864483109e+00,8.373608285730039791e-01,8.373608285730040901e-01,-3.407948995661954861e+00
8.849999999999999645e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.425734939319962979e-01,3.339988151727921184e-01,1.951166791608144990e+01,5.084775660180007595e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.203197693841119520e+00,9.355943042945177979e+00,8.461128610761570190e-01,8.461128610761570190e-01,-3.408116348752044278e+00
8.900000000000000355e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.437454705306190794e-01,3.306727791230181790e-01,1.930961552276105664e+01,5.110255236415996993e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.206926676200120729e+00,9.436283142922256673e+00,8.546627052304481831e-01,8.546627052304480721e-01,-3.408345821519897623e+00
8.950000000000001066e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.448937560301956529e-01,3.273771369768345707e-01,1.910965547591878178e+01,5.135544430655119008e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.210660702868000982e+00,9.516965716191130298e+00,8.630070572042974897e-01,8.630070572042973787e-01,-3.408636243200698246e+00
9.000000000000000000e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.460188200627027699e-01,3.241116969305052331e-01,1.891176610833400318e+01,5.160644665421217914e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.214398620521870864e+00,9.597962639443014865e+00,8.711428639534428697e-01,8.711428639534429808e-01,-3.408986401764050100e+00
9.050000000000000711e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.471211233319254408e-01,3.208762654645426760e-01,1.871592597716023221e+01,5.185557352609118098e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.218139293174634208e+00,9.679245937706850711e+00,8.790673217817803753e-01,8.790673217817802643e-01,-3.409395047045005622e+00
9.099999999999999645e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.482011177672813318e-01,3.176706474713683059e-01,1.852211386160163542e+01,5.210283893564042756e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.221881602985890325e+00,9.760787816153223773e+00,8.867778744359043896e-01,8.867778744359042786e-01,-3.409860893850090502e+00
9.150000000000000355e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.492592466756808456e-01,3.144946463784699109e-01,1.833030876061357617e+01,5.234825679160439726e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.225624451019318162e+00,9.842560690626729780e+00,8.942722107569823775e-01,8.942722107569823775e-01,-3.410382625030265569e+00
9.200000000000001066e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.502959448914182206e-01,3.113480642671904164e-01,1.814048989062700912e+01,5.259184089880220014e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.229366757946894761e+00,9.924537216879004475e+00,9.015482619140350318e-01,9.015482619140351428e-01,-3.410958894513253181e+00
9.250000000000000000e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.513116389240855453e-01,3.082307019872783660e-01,1.795263668329639728e+01,5.283360495890407904e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.233107464700420319e+00,1.000669031847963630e+01,9.086041982428781916e-01,9.086041982428783026e-01,-3.411588330288243931e+00
9.300000000000000711e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.523067471045075782e-01,3.051423592673287444e-01,1.776672878327100591e+01,5.307356257120218190e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.236845533070973113e+00,1.008899321338787125e+01,9.154384257152616833e-01,9.154384257152616833e-01,-3.412269537336498626e+00
9.349999999999999645e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.532816797286965960e-01,3.020828348212370451e-01,1.758274604598920021e+01,5.331172723337546104e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.240579946257012400e+00,1.017141943917273395e+01,9.220495820627001571e-01,9.220495820627001571e-01,-3.413001100501915630e+00
9.400000000000000355e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.542368391998250488e-01,2.990519264507875419e-01,1.740066853549565451e+01,5.354811234224896577e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.244309709361973271e+00,1.025394287687389117e+01,9.284365325794550206e-01,9.284365325794550206e-01,-3.413781587296169207e+00
9.450000000000001066e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.551726201682195772e-01,2.960494311444935023e-01,1.722047652228113890e+01,5.378273119454739515e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.248033849842291376e+00,1.033653777350053460e+01,9.345983656290137720e-01,9.345983656290137720e-01,-3.414609550633516566e+00
9.500000000000000000e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.560894096693786093e-01,2.930751451728023649e-01,1.704215048114465603e+01,5.401559698764305528e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.251751417906882935e+00,1.041917876316926339e+01,9.405343878781041722e-01,9.405343878781041722e-01,-3.415483531490916658e+00
9.550000000000000711e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.569875872600185351e-01,2.901288641797786227e-01,1.686567108907773971e+01,5.424672282029820991e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.255461486869208443e+00,1.050184088688680717e+01,9.462441192820425506e-01,9.462441192820424396e-01,-3.416402061489559383e+00
9.600000000000001421e+00,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.578675251521540090e-01,2.872103832713705507e-01,1.669101922317067022e+01,5.447612169340187993e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.259163153453092043e+00,1.058449961098631142e+01,9.517272878447045059e-01,9.517272878447046169e-01,-3.417363665394440808e+00
